,model,target_dataset,model_name,dataset_name,task_type,metric,batch_size,dataset_path,runtime,score
300,isakbos/Q8BERT_COLA_L_512,glue/sst2,isakbos/Q8BERT_COLA_L_512,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,60.059447050094604,-0.6266387535624389
301,vesteinn/XLMR-ENIS-finetuned-cola,glue/sst2,vesteinn/XLMR-ENIS-finetuned-cola,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,65.18643498420715,-0.3964020297320482
302,jaesun/distilbert-base-uncased-finetuned-cola,glue/sst2,jaesun/distilbert-base-uncased-finetuned-cola,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,28.71591329574585,-0.3784681501910193
303,pietrotrope/emotion_final,glue/sst2,pietrotrope/emotion_final,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,35.111796379089355,-0.290930580272366
304,usami/distilbert-base-uncased-finetuned-cola,glue/sst2,usami/distilbert-base-uncased-finetuned-cola,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,28.7144467830658,-0.35694711527803
305,Anthos23/FS-distilroberta-fine-tuned,glue/sst2,Anthos23/FS-distilroberta-fine-tuned,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,30.72728395462036,-0.2711925661444661
306,SetFit/distilbert-base-uncased__sst2__train-32-9,glue/sst2,SetFit/distilbert-base-uncased__sst2__train-32-9,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,28.91599416732788,-0.3088132403277928
307,neibla/distilbert-base-uncased-finetuned-emotion,glue/sst2,neibla/distilbert-base-uncased-finetuned-emotion,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,34.750951528549194,-0.3492384532355694
308,amyma21/sincere_question_classification,glue/sst2,amyma21/sincere_question_classification,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,35.32292604446411,-0.3512496506652817
309,phailyoor/distilbert-base-uncased-finetuned-yahd,glue/sst2,phailyoor/distilbert-base-uncased-finetuned-yahd,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,34.52596116065979,-0.4657421888087824
310,arianpasquali/distilbert-base-multilingual-cased-toxicity,glue/sst2,arianpasquali/distilbert-base-multilingual-cased-toxicity,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,37.084588289260864,-0.5212250977255168
311,uygarkurt/distilbert-base-uncased-finetuned-emotion,glue/sst2,uygarkurt/distilbert-base-uncased-finetuned-emotion,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,54.16685104370117,-0.34004281334843
312,aviator-neural/bert-base-uncased-sst2,glue/sst2,aviator-neural/bert-base-uncased-sst2,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,60.59153008460999,1.086209700521806
313,Jeevesh8/bert_ft_qqp-40,glue/sst2,Jeevesh8/bert_ft_qqp-40,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,51.99832272529602,-0.3218541055665469
314,chiragasarpota/scotus-bert,glue/sst2,chiragasarpota/scotus-bert,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,12.385215759277344,-0.6878242773241602
315,robertou2/roberta-base-bne-finetuned-amazon_reviews_multi,glue/sst2,robertou2/roberta-base-bne-finetuned-amazon_reviews_multi,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,84.46470832824707,-0.619550089587911
316,markt23917/finetuning-sentiment-model-3000-samples,glue/sst2,markt23917/finetuning-sentiment-model-3000-samples,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,28.72377300262451,-0.2426509901767437
317,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,glue/sst2,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,28.45790243148804,-0.7191485745289447
318,Jeevesh8/bert_ft_qqp-88,glue/sst2,Jeevesh8/bert_ft_qqp-88,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,53.18348288536072,-0.3087342828988245
319,anirudh21/bert-base-uncased-finetuned-qnli,glue/sst2,anirudh21/bert-base-uncased-finetuned-qnli,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,51.036197900772095,-0.3100889812834653
320,Jeevesh8/bert_ft_qqp-9,glue/sst2,Jeevesh8/bert_ft_qqp-9,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,59.88091254234314,-0.320798539995749
321,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,glue/sst2,Jeevesh8/512seq_len_6ep_bert_ft_cola-91,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,59.11040377616882,-0.3364767541038638
322,IMSyPP/hate_speech_it,glue/sst2,IMSyPP/hate_speech_it,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,64.9172134399414,-0.5718552138503599
323,Recognai/bert-base-spanish-wwm-cased-xnli,glue/sst2,Recognai/bert-base-spanish-wwm-cased-xnli,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,73.69247460365295,-0.6158077275547569
324,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,glue/sst2,liangyuant/distilbert-base-uncased-finetuned-num200-450-405cls,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,29.0113377571106,-0.4237913928919928
325,aXhyra/presentation_sentiment_1234567,glue/sst2,aXhyra/presentation_sentiment_1234567,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,28.690680027008057,-0.2399640358251021
326,aXhyra/demo_sentiment_31415,glue/sst2,aXhyra/demo_sentiment_31415,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,36.2666654586792,-0.2347893148589568
327,connectivity/feather_berts_28,glue/sst2,connectivity/feather_berts_28,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,96.65970349311829,-0.2422952443934317
328,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,glue/sst2,DoyyingFace/bert-asian-hate-tweets-asian-unclean-freeze-4,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,50.88806438446045,-0.3067415599721709
329,connectivity/cola_6ep_ft-10,glue/sst2,connectivity/cola_6ep_ft-10,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,51.86592888832092,-0.3121317039689805
330,milyiyo/selectra-small-finetuned-amazon-review,glue/sst2,milyiyo/selectra-small-finetuned-amazon-review,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,47.73271036148071,-0.6441325133481255
331,Alireza1044/albert-base-v2-qnli,glue/sst2,Alireza1044/albert-base-v2-qnli,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,68.12956142425537,-0.3952140122096733
332,oferweintraub/bert-base-finance-sentiment-noisy-search,glue/sst2,oferweintraub/bert-base-finance-sentiment-noisy-search,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,62.2634117603302,-0.3453523983261255
333,aXhyra/presentation_emotion_31415,glue/sst2,aXhyra/presentation_emotion_31415,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,28.802297830581665,-0.2740120112486318
334,JB173/distilbert-base-uncased-finetuned-emotion,glue/sst2,JB173/distilbert-base-uncased-finetuned-emotion,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,28.62224316596985,-0.3390835307899122
335,aXhyra/emotion_trained_31415,glue/sst2,aXhyra/emotion_trained_31415,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,28.725382328033447,-0.291926859619008
336,Giyaseddin/distilroberta-base-finetuned-short-answer-assessment,glue/sst2,Giyaseddin/distilroberta-base-finetuned-short-answer-assessment,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,37.97535014152527,-0.3670508759123079
337,Jeevesh8/6ep_bert_ft_cola-47,glue/sst2,Jeevesh8/6ep_bert_ft_cola-47,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,101.98359489440918,-0.3512155611087506
338,Jeevesh8/lecun_feather_berts-3,glue/sst2,Jeevesh8/lecun_feather_berts-3,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,61.38694047927856,-0.239937964935966
339,Jeevesh8/6ep_bert_ft_cola-12,glue/sst2,Jeevesh8/6ep_bert_ft_cola-12,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,53.29080533981323,-0.3309906983363103
340,connectivity/bert_ft_qqp-25,glue/sst2,connectivity/bert_ft_qqp-25,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,60.34419655799866,-0.3085279493041966
341,18811449050/bert_finetuning_test,glue/sst2,18811449050/bert_finetuning_test,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,59.036651849746704,-0.3206515609487303
342,jb2k/bert-base-multilingual-cased-language-detection,glue/sst2,jb2k/bert-base-multilingual-cased-language-detection,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,65.988352060318,-0.6136996092201545
343,viviastaari/finetuning-sentiment-analysis-en-id,glue/sst2,viviastaari/finetuning-sentiment-analysis-en-id,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,30.750352144241333,-0.598202438974156
344,connectivity/bert_ft_qqp-17,glue/sst2,connectivity/bert_ft_qqp-17,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,50.93543457984924,-0.3454886081643088
345,Jeevesh8/6ep_bert_ft_cola-29,glue/sst2,Jeevesh8/6ep_bert_ft_cola-29,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,51.67246127128601,-0.3323901578071553
346,Jeevesh8/bert_ft_qqp-68,glue/sst2,Jeevesh8/bert_ft_qqp-68,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,51.53113555908203,-0.3597244963064767
347,Jeevesh8/bert_ft_qqp-55,glue/sst2,Jeevesh8/bert_ft_qqp-55,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,60.39534020423889,-0.3129179095508358
348,Jeevesh8/feather_berts_96,glue/sst2,Jeevesh8/feather_berts_96,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,62.85457491874695,-0.2410091401926806
349,Jeevesh8/lecun_feather_berts-51,glue/sst2,Jeevesh8/lecun_feather_berts-51,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,50.77729511260986,-0.2449429182934421
350,AnonymousSub/dummy_2,glue/sst2,AnonymousSub/dummy_2,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,65.6838731765747,-0.5758513805099423
351,Jeevesh8/init_bert_ft_qqp-24,glue/sst2,Jeevesh8/init_bert_ft_qqp-24,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,62.3580334186554,-0.3428590507495735
352,distilbert-base-uncased,glue/sst2,distilbert-base-uncased,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,28.303532600402832,-0.3254984890048759
353,dhimskyy/wiki-bert,glue/sst2,dhimskyy/wiki-bert,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,39.43897461891174,-0.6327326070975832
354,nickmuchi/facebook-data2vec-finetuned-finance-classification,glue/sst2,nickmuchi/facebook-data2vec-finetuned-finance-classification,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,98.87586736679076,-0.5237768248357197
355,justinqbui/bertweet-covid19-base-uncased-pretraining-covid-vaccine-tweets,glue/sst2,justinqbui/bertweet-covid19-base-uncased-pretraining-covid-vaccine-tweets,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,52.542059659957886,-0.3537698727038596
356,vinai/bertweet-covid19-base-cased,glue/sst2,vinai/bertweet-covid19-base-cased,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,56.76253867149353,-0.3755917476780338
357,bert-base-uncased,glue/sst2,bert-base-uncased,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,60.81878304481506,-0.3041408375678874
358,vinai/bertweet-base,glue/sst2,vinai/bertweet-base,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,58.85081124305725,-0.3843281638087293
359,finiteautomata/betonews-tweetcontext,glue/sst2,finiteautomata/betonews-tweetcontext,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,82.54333448410034,-0.6291504901401268
360,Jeevesh8/init_bert_ft_qqp-28,glue/sst2,Jeevesh8/init_bert_ft_qqp-28,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,101.9279203414917,-0.3459837765374903
361,albert-base-v2,glue/sst2,albert-base-v2,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,67.60708785057068,-0.4239429542907459
362,bert-base-cased,glue/sst2,bert-base-cased,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,62.62345361709595,-0.3360312796714448
363,roberta-base,glue/sst2,roberta-base,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,61.31781172752381,-0.3422856698016421
364,Nanatan/distilbert-base-uncased-finetuned-emotion,glue/sst2,Nanatan/distilbert-base-uncased-finetuned-emotion,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,28.678656578063965,-0.3353720686622395
365,juliensimon/autonlp-imdb-demo-hf-16622767,glue/sst2,juliensimon/autonlp-imdb-demo-hf-16622767,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,28.88386058807373,-0.2118427406834138
366,Aureliano/distilbert-base-uncased-if,glue/sst2,Aureliano/distilbert-base-uncased-if,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,36.67703318595886,-0.4130028437686945
367,rmihaylov/roberta-base-sentiment-bg,glue/sst2,rmihaylov/roberta-base-sentiment-bg,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,40.03834748268128,-0.3604163283768155
368,Alassea/glue_sst_classifier,glue/sst2,Alassea/glue_sst_classifier,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,52.69478106498718,0.0025071516705646
369,vinai/bertweet-covid19-base-uncased,glue/sst2,vinai/bertweet-covid19-base-uncased,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,51.543625354766846,-0.3655094617771308
370,Jeevesh8/bert_ft_qqp-39,glue/sst2,Jeevesh8/bert_ft_qqp-39,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,50.92467737197876,-0.311914360623201
371,connectivity/bert_ft_qqp-1,glue/sst2,connectivity/bert_ft_qqp-1,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,50.71044063568115,-0.3104241509870108
372,cardiffnlp/twitter-roberta-base-2021-124m,glue/sst2,cardiffnlp/twitter-roberta-base-2021-124m,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,62.25507307052612,-0.3157682550335521
373,michiyasunaga/LinkBERT-base,glue/sst2,michiyasunaga/LinkBERT-base,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,101.56842231750488,-0.3710851954168197
374,Jeevesh8/lecun_feather_berts-7,glue/sst2,Jeevesh8/lecun_feather_berts-7,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,59.16220736503601,-0.2374122487389209
375,navsad/navid_test_bert,glue/sst2,navsad/navid_test_bert,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,64.71338820457458,-0.358885252276491
376,Jeevesh8/lecun_feather_berts-8,glue/sst2,Jeevesh8/lecun_feather_berts-8,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,60.4302818775177,-0.2450625821306385
377,IMSyPP/hate_speech_nl,glue/sst2,IMSyPP/hate_speech_nl,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,78.49549388885498,-0.6706419545468987
378,anferico/bert-for-patents,glue/sst2,anferico/bert-for-patents,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,151.81177234649658,-0.5374329084892486
379,Jeevesh8/bert_ft_cola-60,glue/sst2,Jeevesh8/bert_ft_cola-60,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,101.9484486579895,-0.3355626704391065
380,Jeevesh8/bert_ft_cola-88,glue/sst2,Jeevesh8/bert_ft_cola-88,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,50.925071001052856,-0.3364294693190289
381,aychang/bert-base-cased-trec-coarse,glue/sst2,aychang/bert-base-cased-trec-coarse,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,53.2286479473114,-0.3884856318656814
382,aditeyabaral/finetuned-sail2017-xlm-roberta-base,glue/sst2,aditeyabaral/finetuned-sail2017-xlm-roberta-base,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,56.61968564987183,-0.344495742569488
383,connectivity/bert_ft_qqp-94,glue/sst2,connectivity/bert_ft_qqp-94,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,61.84084129333496,-0.3469220412993245
384,korca/bae-roberta-base-boolq,glue/sst2,korca/bae-roberta-base-boolq,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,51.3576922416687,-0.4298713126205467
385,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,glue/sst2,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,62.22295331954956,-0.3147554796369534
386,w11wo/sundanese-bert-base-emotion-classifier,glue/sst2,w11wo/sundanese-bert-base-emotion-classifier,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,67.68196368217468,-0.6552855438634009
387,waboucay/camembert-base-finetuned-xnli_fr-finetuned-nli-rua_wl,glue/sst2,waboucay/camembert-base-finetuned-xnli_fr-finetuned-nli-rua_wl,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,70.71009492874146,-0.6974863230470916
388,matthewburke/korean_sentiment,glue/sst2,matthewburke/korean_sentiment,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,83.28136444091797,-0.6446073588692032
389,roberta-large,glue/sst2,roberta-large,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,184.2281019687653,-0.2478185420233886
390,bert-large-uncased,glue/sst2,bert-large-uncased,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,186.24441814422607,-0.2782050861215703
391,connectivity/bert_ft_qqp-96,glue/sst2,connectivity/bert_ft_qqp-96,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,51.46427869796753,-0.3134709021763404
392,mrm8488/codebert-base-finetuned-detect-insecure-code,glue/sst2,mrm8488/codebert-base-finetuned-detect-insecure-code,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,59.040876626968384,-0.5554811505729023
393,cardiffnlp/bertweet-base-stance-climate,glue/sst2,cardiffnlp/bertweet-base-stance-climate,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,59.00021362304688,-0.3722830658313858
394,ishan/bert-base-uncased-mnli,glue/sst2,ishan/bert-base-uncased-mnli,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,63.195460081100464,-0.2474666063530475
395,socialmediaie/TRAC2020_IBEN_B_bert-base-multilingual-uncased,glue/sst2,socialmediaie/TRAC2020_IBEN_B_bert-base-multilingual-uncased,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,63.30343198776245,-0.4970791823383552
396,fabriceyhc/bert-base-uncased-imdb,glue/sst2,fabriceyhc/bert-base-uncased-imdb,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,50.7027702331543,-0.2515826715992864
397,cointegrated/roberta-base-formality,glue/sst2,cointegrated/roberta-base-formality,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,53.94663047790527,-0.4375702543831484
398,boychaboy/MNLI_roberta-base,glue/sst2,boychaboy/MNLI_roberta-base,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,51.29792237281799,-0.2344529887252611
399,Raychanan/COVID_RandomOver,glue/sst2,Raychanan/COVID_RandomOver,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,69.72860550880432,-0.7108831428411266
400,JonatanGk/roberta-base-ca-finetuned-hate-speech-offensive-catalan,glue/sst2,JonatanGk/roberta-base-ca-finetuned-hate-speech-offensive-catalan,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,69.81492829322815,-0.6342391776312437
401,zenkri/autotrain-Arabic_Poetry_by_Subject-920730230,glue/sst2,zenkri/autotrain-Arabic_Poetry_by_Subject-920730230,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,62.02307963371277,-0.400435909886558
402,XSY/albert-base-v2-imdb-calssification,glue/sst2,XSY/albert-base-v2-imdb-calssification,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,76.58334350585938,-0.2794893619978075
403,classla/bcms-bertic-parlasent-bcs-ter,glue/sst2,classla/bcms-bertic-parlasent-bcs-ter,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,73.91572761535645,-0.5885406148474377
404,bondi/bert-semaphore-prediction-w4,glue/sst2,bondi/bert-semaphore-prediction-w4,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,84.3413314819336,-0.6251664141712099
405,joebobby/finetuning-sentiment-model-5000-samples3,glue/sst2,joebobby/finetuning-sentiment-model-5000-samples3,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,51.60984826087952,-0.2539188096444536
406,CAMeL-Lab/bert-base-arabic-camelbert-da-sentiment,glue/sst2,CAMeL-Lab/bert-base-arabic-camelbert-da-sentiment,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,108.0246970653534,-0.6495828887849768
407,elozano/tweet_offensive_eval,glue/sst2,elozano/tweet_offensive_eval,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,58.36368918418884,-0.5768629831566793
408,-0.14764991392259114,,,,,,,,,
409,gchhablani/bert-base-cased-finetuned-rte,glue/sst2,gchhablani/bert-base-cased-finetuned-rte,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,64.15300178527832,-0.3510620924415658
410,ali2066/DistilBERTFINAL_ctxSentence_TRAIN_editorials_TEST_NULL_second_train_set_null_False,glue/sst2,ali2066/DistilBERTFINAL_ctxSentence_TRAIN_editorials_TEST_NULL_second_train_set_null_False,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,61.535661697387695,-0.3871441552611351
411,emrecan/bert-base-multilingual-cased-snli_tr,glue/sst2,emrecan/bert-base-multilingual-cased-snli_tr,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,65.45778298377991,-0.4774383802628209
412,M47Labs/spanish_news_classification_headlines_untrained,glue/sst2,M47Labs/spanish_news_classification_headlines_untrained,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,145.18950009346008,-0.6252439633073608
413,gchhablani/bert-base-cased-finetuned-wnli,glue/sst2,gchhablani/bert-base-cased-finetuned-wnli,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,52.80412316322327,-0.3415075139901151
414,manueltonneau/bert-twitter-en-is-hired,glue/sst2,manueltonneau/bert-twitter-en-is-hired,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,53.13877630233765,-0.3221181446394322
415,YeRyeongLee/electra-base-discriminator-finetuned-filtered-0602,glue/sst2,YeRyeongLee/electra-base-discriminator-finetuned-filtered-0602,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,62.33822154998779,-0.6932506302331174
416,philschmid/tiny-distilbert-classification,rotten_tomatoes,philschmid/tiny-distilbert-classification,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,2.85359001159668,-1.0045167718232024
417,heranm/finetuning-sentiment-model-3000-samples,rotten_tomatoes,heranm/finetuning-sentiment-model-3000-samples,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,5.3338470458984375,-0.3939946520934657
418,marcelcastrobr/sagemaker-distilbert-emotion,rotten_tomatoes,marcelcastrobr/sagemaker-distilbert-emotion,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,5.014094591140747,-0.5314569746336425
419,vaariis/distilbert-base-uncased-finetuned-emotion,rotten_tomatoes,vaariis/distilbert-base-uncased-finetuned-emotion,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,6.106935024261475,-0.5173373420566648
420,ASCCCCCCCC/distilbert-base-chinese-amazon_zh_20000,glue/sst2,ASCCCCCCCC/distilbert-base-chinese-amazon_zh_20000,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,70.68908381462097,-0.5732909665200172
421,Jeevesh8/feather_berts_92,glue/sst2,Jeevesh8/feather_berts_92,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,62.250900745391846,-0.2462928658332459
422,Monsia/camembert-fr-covid-tweet-classification,glue/sst2,Monsia/camembert-fr-covid-tweet-classification,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,69.51550078392029,-0.5930431262867701
423,Guscode/DKbert-hatespeech-detection,glue/sst2,Guscode/DKbert-hatespeech-detection,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,63.8290696144104,-0.6120019697663164
424,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,rotten_tomatoes,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,5.781772613525391,-0.404530455830257
425,Jeevesh8/init_bert_ft_qqp-33,rotten_tomatoes,Jeevesh8/init_bert_ft_qqp-33,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,10.059921503067017,-0.4676991437462364
426,mrm8488/electricidad-base-finetuned-pawsx-es,glue/sst2,mrm8488/electricidad-base-finetuned-pawsx-es,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,74.95142483711243,-0.6427934474679415
427,CAMeL-Lab/bert-base-arabic-camelbert-mix-did-nadi,glue/sst2,CAMeL-Lab/bert-base-arabic-camelbert-mix-did-nadi,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,104.7570493221283,-0.6587553799770888
428,SetFit/distilbert-base-uncased__sst2__train-16-0,rotten_tomatoes,SetFit/distilbert-base-uncased__sst2__train-16-0,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,5.133580923080444,-0.4632944572235012
429,nurkayevaa/autonlp-bert-covid-407910458,rotten_tomatoes,nurkayevaa/autonlp-bert-covid-407910458,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,5.7721240520477295,-0.4893172774610885
430,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,rotten_tomatoes,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,5.497954368591309,-0.4788339903258637
431,abdelkader/distilbert-base-uncased-finetuned-emotion,rotten_tomatoes,abdelkader/distilbert-base-uncased-finetuned-emotion,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,rotten_tomatoes,5.402384996414185,-0.5187024647495675
432,ChrisUPM/BioBERT_Re_trained,glue/sst2,ChrisUPM/BioBERT_Re_trained,sst2,sequence_classification,TransferabilityMetric.LOG_ME,16.0,glue,64.36584949493408,-0.4852582487490486
